KODE_KANTOR,KANTOR_CABANG,KODE_KANWIL,KANWIL,KODE_PPK,NAMA_PPK,ALAMAT_PPK,KODE_POS_PPK,TELEPON_AREA_PPK,TELEPON_PPK,CONTACT_PERSON,TELEPON_PEMILIK,TELEPON_EXT_PEMILIK,NO_PPK,JENIS_FASKES,TGL_PPK,STATUS
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512100,TC KLINIK CMS GRAHA PERSADA MERDEKA,PERUM GRAHA PERSADA BLOK A NO 1 RT53/16 DS SINDANGKASIH KEC SINDANGKASIH,,,,,,,7-11306841321,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512095,TC KLINIK CMS SINAR TERANG,DSN TALAGASARI RTRW 09/03 DS SUKASARI KEC CIDOLOG,,,,08111111111,,,7-11306693000,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512096,TC KLINIK CMS RANCAH MEDIKA,DSN INDANG RT 05/07 DS RANCAH KEC RANCAH,,,,08111111111,,,7-11306618489,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512094,TC KLINIK CMS HARAPAN SEHAT,DSN BUNIASIH RT 02/05 DS KERTANEGARA KEC PURWADADI,,,,08111111111,,,7-11306394568,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512089,TC KLINIK CMS SHANIA MEDIKA,DSN LINTANG PAKES RT 02/16 DS KRGPACITAN KEC KAWALI,,,,08111111111,,,7-11306254517,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512088,TC KLINIK CMS ZANUURE PRATAMA,LINK JANGGALA RT R01/04 KEL CIAMIS KEC CIAMIS,,,,08111111111,,,7-11306118336,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512086,TC KLINIK CMS BERKAH MEDIKA,DSN PASIRIPES DESA SINDANGRASA KEC BANJARSARI KAB CIAMIS,,,,012345678910,,,7-11306088675,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512087,TC KLINIK CMS NATALIA MEDIKA,DSN LANDEUH RT 03/02 DS SINDANGHERANG KEC PANUMBANGAN,,,,08111111111,,,7-11306036375,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512090,TC KLINIK CMS AQILA PRATAMA,DSN BUDI ASIH RT RW 004/012 DESA MUKTISARI KAB CIAMIS,,,,012345678910,,,7-11305934194,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512091,TC KLINIK CMS GLOBAL MEDIKA,DSN TIMBANG WINDU RT 24/08 DS PAMALAYAN KEC CIJEUNGJING,,,,08111111111,,,7-11305835514,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512085,TC KLINIK CMS NUR FALAH,LINGKUNGAN KERTAHAYU RT RW 02/11 KAB CIAMIS,,,,012345678910,,,7-11305638833,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512092,TC KLINIK CMS PRATAMA PUTRI MEDIKA,LINK SIKAREJA RT 02/10 KEL LINGGASARI KEC CIAMIS,,,,08111111111,,,7-11305697413,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512093,TC KLINIK CMS BUDI MULYA,DUSUN CIMANGGU DS LINGGASARI KEC CIAMIS KAB CIAMIS,,,,081234567890,,,7-11305448155,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512082,TC KLINIK CMS ALYYA PRATAMA,LINGKUNGAN DESA KOLOT RT RW 003/024 KEL CIAMIS,,,,,,,7-11305087444,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512083,TC KLINIK CMS PELOPOR MAJU,DUSUN CIGOROWONG RT RW 04/02 DESA PASIRTAMIANG KEC CIHAURBEUTI KAB CIAMIS,,,,081234567890,,,7-11304809483,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512084,TC KLINIK CMS UNIGAL PRATAMA,DSN BAREGBEG RT 04/04 DS BAREGBEG KEC BAREGBEG,,,,08111111111,,,7-11303722718,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512080,TC KLINIK CMS INSAN HUSADA,DSN SUKACAI RT RW 04/09 RANCAH KEC RANCAH,,,,08111111111,,,7-11303471485,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512079,TC KLINIK CMS PMI PRATAMA,JL TENTARA PELAJAR 46 CIAMIS,,,,08111111111,,,7-11303365574,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512078,TC KLINIK CMS SIDADADI MEDIKA,DSN PASUNGSARI RT 23/03 DS SIDARAHAYU KEC PURWADADI,,,,08111111111,,,7-11303081453,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512073,TC KLINIK CMS MITRA MEDIKA PRATAMA,DSN BUNIRASA RT RW 08/06 DS PAWINDAN KEC PAWINDAN,,,,08111111111,,,7-11302250755,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512074,TC KLINIK CMS CAHAYA MEDIKA PRATAMA,DSN KARANGSARI RT02/08 DS CIHOSO KEC BANJARSARI,,,,08111111111,,,7-11302039974,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512072,TC KLINIK CMS AL FITROH PRATAMA,DSN SUKSDSNS RT RW 03/03 DS CIGAYAM KEC BANJARSARI,,,,08111111111,,,7-11301925123,KLINIK TC,,AKTIF
L05,KUDUS,L05,KANWIL JATENG DAN DIY,PPK-512139,KLINIK PRATAMA MARIANE MEDIKA KLINIK,JL MAYOR KUSMANTO NO 5 PEDAWANG,,0291,0291 443217,082243025446,,,7-11301647424,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512069,TC KLINIK CMS ASSYFA PRATAMA,DSN PASIRNANGKA RT 11/04 DS BEBER CIMARAGAS,,,,08111111111,,,7-11301267019,KLINIK TC,,AKTIF
L05,KUDUS,L05,KANWIL JATENG DAN DIY,PPK-512140, KLINIK PRATAMA MUTIARA HATI,JL PURWODADI KM 15 KALIREJO,,0291,0291 4248010,08157704535,02914248010,02914248010,7-11301068803,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512068,TC PKM CMS PURWADADI,CIAWITALI,,,,08111111111,,,7-11301116798,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512070,TC PKM CMS SUKADANA,"JL. RAYA CIILAT NO.13, SUKADANA",,,,081111111111,,,7-11301005327,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512071,TC PKM CMS KAWALI MUKTI,"JL. CIGINTUNG, KAWALIMUKTI, KAWALI",,,,,,,7-11300794966,KLINIK TC,,AKTIF
L10,UNGARAN,L10,KANWIL JATENG DAN DIY,PPK-512141,KLINIK PRATAMA HESTI WIRA SAKTI,JL NANGGULAN KUTOWINANGUN TINGKIR SALATIGA,,0298,0298313579,,,,7-11299112015,KLINIK TC,,AKTIF
D03,DUMAI,D03,KANWIL SUMBARRIAU,PPK-512067,PKM PULAU MERBAU," JL PARIT BARU SEMUKUT, KEC. PULAU MERBAU",,,,0813_65089098,,,7-11295363815,KLINIK TC,,AKTIF
D03,DUMAI,D03,KANWIL SUMBARRIAU,PPK-512066,PKM SELAT PANJANG,JL KESEHATAN KEC MERBAU,,,,0813_54040801,,,7-11295061864,KLINIK TC,,AKTIF
D03,DUMAI,D03,KANWIL SUMBARRIAU,PPK-512065,PKM ALAH AIR,"JL. ALAH AIR, KEL ALAH AIR, KEC. TEBING TINGGI",,,,0812_70815081,,,7-11294871733,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512051,TC PKM CMS PANJALU,JL.RAYA PASANGGRAHAN NO 27,,,,08111111111,,,7-11294283949,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512052,TC PKM CMS KAWALI,JL.SILIWANGI NO 260 DS. KAWALI,,,,08111111111,,,7-11294130237,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512053,TC PKM CMS JATINAGARA,JL RAYA RAJADESA NO.19,,,,08111111111,,,7-11294089626,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512054,TC PKM CMS RAJADESA,JL RAYA RAJADESA NO.35,,,,081111111111,,,7-11294004065,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512055,TC PKM CMS GARDUJAYA,JL CIAMIS-CIREBON KM 45,,,,08111111111,,,7-11293950834,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512057,TC PKM CMS SUKAMANTRI,JL.RAYA SUKAMANTRI NO 111,,,,01234567890,,,7-11293758703,KLINIK TC,,AKTIF
N04,PASURUAN,N04,KANWIL JATIM,PPK-512081,KLINIK AR-RAHMAH,"JL. ALUN-ALUN TIMUR 409, BANGIL, PASURUAN",,0343,0343 - 741460,085732277238,0343 - 741460,0343 - 741460,7-11291763613,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512058,TC PKM CMS CIEURIH,JL RAYA CIEURIH DS.CIEURIH,,,,012345678910,,,7-11293661499,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512056,TC PKM CMS PANAWANGAN,JL CIAMIS-CIREBON KM 30,,,,08111111111,,,7-11293643000,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512059,TC PKM CMS CIJEUNGJING,JL RAYA CIAMIS-BANJAR NO 625,,,,012345678910,,,7-11293625238,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512061,TC PKM CMS HANDAPHERANG,JL H. HASAN NO 11,,,,012345678910,,,7-11293597777,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512060,TC PKM CMS PANUMBANGAN,JL RAYA CIAWI NO.209,,,,081111111111,,,7-11293576059,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512062,TC PKM CMS  CISAGA,JL RAYA BANJAR-CIAMIS NO 206,,,,,,,7-11293541386,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512063,TC PKM CMS SUKAMULYA,JL RAYA PANJALU NO 24,,,,081111111,,,7-11293526638,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512049,TC PKM CMS  RANCAH,JL KESEHATAN NO 17,,,,012345678910,,,7-11293499295,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512046,TC PKM CMS  TAMBAKSARI,JL RAYA TAMBAKSARI NO 137,,,,012345678910,,,7-11293451584,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512047,TC PKM CMS CIHAURBEUTI,JL .RAYA UTARA CIHAUBEUTI NO.7,,,,08111111,,,7-11293443817,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512045,TC PKM CMS CIMARAGAS,JL RAYA MANONJAYA NO 26,,,,012345678910,,,7-11293406483,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512064,TC PKM CMS CIDOLOG,JL CIDOLOG-CINEAM DS JANGGALA,,,,012345678910,,,7-11293386632,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512044,TC PKM CMS PAMRICAN,JL RAYA PAMARICAN NO 05,,,,,,,7-11293324521,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512043,TC PKM CMS KERTAHAYU,JL RAYA PANGANDARAN NO 532,,,,,,,7-11293285800,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512048,TC PKM CMS LUMBUNG,LUMBUNG,,,,08111111,,,7-11293272956,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512042,TC PKM CMS LAKBOK,JL RAYA LAKBOK NO 607,,,,012345678910,,,7-11293248639,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512041,TC PKM CMS SINDANGKASIH,JL RAYA SINDANGKASIH NO 457,,,,081111111,,,7-11293216785,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512040,TC PKM CMS SIDAHARJA,JL BENDUNG MANGANTI,,,,012345678910,,,7-11293188908,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512038,TC PKM CMS CIKONENG,"JL. RAYA CIKONENG NO.93, CIKONENG",,,,012345678910,,,7-11293139637,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512039,TC PKM CMS BAREGBEG,JL RAYA BAREGBEG NO 291,,,,08111111,,,7-11293096754,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512035,TC PKM CMS BANJARSARI,JL.RAYA BANJARSARI NO 112,,,,012345678910,,,7-11293059396,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512036,TC PKM CMS IMBANAGARA,JL.YOGASWARA NO.2,,,,0811111111,,,7-11293019233,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512037,TC PKM CMS CIGAYAM,DSN SIDAMULYA DS CIGAYAM,,,,012345678910,,,7-11293009655,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512076,TC PKM CMS CIULU,JL RAYA PANGANDARAN KM 5 NO 85,,,,012345678910,,,7-11292925024,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512077,TC PKM CMS SADAYANA,JL RAYA SADANANYA NO 477,,,,012345678910,,,7-11292784383,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512075,TC PKM CMS CIAMIS,JL TENTARA PELAJAR NO 26,,,,0811111111,,,7-11292752705,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512034,TC PKM CMS PAYUNGSARI,JL. PAYUNGSARI NO.3,,,,0811111111111,,,7-11292133634,KLINIK TC,,AKTIF
L04,PEKALONGAN,L04,KANWIL JATENG DAN DIY,PPK-512142,RUMAH SAKIT ISLAM AL-IKHLAS PEMALANG,"JALAN KOLONEL SUGIONO 13, TAMAN , PEMALANG",,,,082326731086,0284325318,0284325318,7-11292343713,RUMAH SAKIT TC,21/Dec/2017 00:00:00,AKTIF
B00,MEDAN KOTA ,B00,KANWIL SUMBAGUT,6854,KLINIK CITRA MEDIKA,"JALAN SISINGAMANGARAJA NO 7 KM 4,5",1-DNH-8686,061,7863134,08126079884,6079884,6079884,1400000000126,KLINIK TC,24/Apr/2014 17:00:00,AKTIF
K16,BOGOR CILEUNGSI  ,K16,KANWIL JAWA BARAT,PPK-512019,KLINIK MELI,"JL. LETDA NATSIR NO.64, NAGRAK, GN. PUTRI, BOGOR, JAWA BARAT 16967",,,,081299072916,(021) 82499302,(021) 82499302,7-11285159769,KLINIK TC,,AKTIF
K16,BOGOR CILEUNGSI  ,K16,KANWIL JAWA BARAT,PPK-512018,DR. AINUR ROSYAD (SEPATU MAS IDAMAN),"JL SUKARAJA NO 29 DESA PASIRLAJA, KEC SUKARAJA, BOGOR",,,,087877138707,0251-652678,0251-652678,7-11283973784,KLINIK TC,,AKTIF
K16,BOGOR CILEUNGSI  ,K16,KANWIL JAWA BARAT,PPK-512017,DR. YOGI SUGIHARTO (YUPI),"JL PANCASILA IV KM 9, DES CICADAS, KEC. GUNUNG PUTRI, KAB BOGOR.",,,,087877138707,0218672450,0218672450,7-11282606253,KLINIK TC,,AKTIF
K16,BOGOR CILEUNGSI  ,K16,KANWIL JAWA BARAT,PPK-512016,KLINIK KIMIA FARMA CILEUNGSI,"JL RAYA ALTERNATIF CIBUBUR-CILEUNGSI NO.01 B, RT 001 RW 004 DESACILEUNGSI, KECMATAN CILEUNGSI BOGOR",,,,085747544891,(021) 82493448,(021) 82493448,7-11278796863,KLINIK TC,,AKTIF
G01,BENGKULU,G01,KANWIL SUMBAGSEL,PPK-512031,KLINIK BHAYANGKARA MEDIKA 13 BENGKULU,JL RAYA CURUP SELUPU REJANG (SPN BUKIT KABA),,,,082375189933,,,7-11274028805,RUMAH SAKIT TC,,AKTIF
G01,BENGKULU,G01,KANWIL SUMBAGSEL,PPK-512030,KLINIK BHAYANGKARA MEDIKA 12 BENGKULU,POLRES MUKO MUKO,,,,082375189933,,,7-11273989714,RUMAH SAKIT TC,,AKTIF
G01,BENGKULU,G01,KANWIL SUMBAGSEL,PPK-512029,KLINIK BHAYANGKARA MEDIKA 11 BENGKULU,JL RAYA BENGKULU KM. 4 BINTUHAN (KAUR),,,,082375189933,,,7-11273931103,RUMAH SAKIT TC,,AKTIF
G01,BENGKULU,G01,KANWIL SUMBAGSEL,PPK-512028,KLINIK BHAYANGKARA MEDIKA 10 BENGKULU,JL. RAYA MUARA AMAN - LEBONG,,,,082375189933,,,7-11273868732,RUMAH SAKIT TC,,AKTIF
G01,BENGKULU,G01,KANWIL SUMBAGSEL,PPK-512032,KLINIK BHAYANGKARA MEDIKA 09 BENGKULU,POLRES SELUMA,,,,082375189933,,,7-11273796259,RUMAH SAKIT TC,,AKTIF
G01,BENGKULU,G01,KANWIL SUMBAGSEL,PPK-512027,KLINIK BHAYANGKARA MEDIKA 08 BENGKULU,JL. LETKOL SYAMSUL BAHRUN NO. 1 MANNA,,,,082375189933,,,7-11273733508,RUMAH SAKIT TC,,AKTIF
G01,BENGKULU,G01,KANWIL SUMBAGSEL,PPK-512026,KLINIK BHAYANGKARA MEDIKA 07 BENGKULU,JL. PROF . M. YAMIN NO. 418 ARGAMAKMUR,,,,082375189933,,,7-11273583667,RUMAH SAKIT TC,,AKTIF
G01,BENGKULU,G01,KANWIL SUMBAGSEL,PPK-512025,KLINIK BHAYANGKARA MEDIKA 06 BENGKULU,JL. AIPDA MUAN- KEPAHIANG,,,,082375189933,,,7-11273463926,RUMAH SAKIT TC,,AKTIF
G01,BENGKULU,G01,KANWIL SUMBAGSEL,PPK-512024,KLINIK BHAYANGKARA MEDIKA 05 BENGKULU,JL. BASUKI RAHMAT - CURUP,,,,082375189933,,,7-11273397035,RUMAH SAKIT TC,,AKTIF
G01,BENGKULU,G01,KANWIL SUMBAGSEL,PPK-512023,KLINIK BHAYANGKARA MEDIKA 04 BENGKULU,JL. IRIAN NO. 1 KEL. SURABAYA BENGKULU,,,,082375189933,,,7-11273243724,RUMAH SAKIT TC,,AKTIF
G01,BENGKULU,G01,KANWIL SUMBAGSEL,PPK-512022,KLINIK  MEDIKA BHAYANGKARA 03 BENGKULU,JL. A. YANI NO. 1 BENGKULU,,,,082375189933,,,7-11273130053,RUMAH SAKIT TC,,AKTIF
K02,BOGOR KOTA,K02,KANWIL JAWA BARAT,PPK-512015,RUMAH SAKIT SILOAM BOGOR,"JL. RAYA PAJAJARAN NO.27, TEGALLEGA, BOGOR TENGAH, KOTA BOGOR, JAWA BARAT 14140",,,,08988581551,,,7-11273116743,RUMAH SAKIT TC,,AKTIF
G01,BENGKULU,G01,KANWIL SUMBAGSEL,PPK-512021,KLINIK BHAYANGKARA MEDIKA 02 BENGKULU,JL ADAM MALIK KM. 9 BENGKULU,,,,082375189933,,,7-11273057672,RUMAH SAKIT TC,,AKTIF
G01,BENGKULU,G01,KANWIL SUMBAGSEL,PPK-512020,KLINIK BHAYANGKARA MEDIKA 01 BENGKULU,JL. VETERAN NO. 5 BENGKULU,,,,082375189933,,,7-11272779151,RUMAH SAKIT TC,,AKTIF
L03,YOGYAKARTA,L03,KANWIL JATENG DAN DIY,PPK-512143,KLINIK GADING,JL DI PANJAITAN 25,,0274,0274375396,08122776767,0274375396,0274375396,7-11270850623,KLINIK TC,,AKTIF
K11,CIMAHI,K11,KANWIL JAWA BARAT,PPK-512013,KLINIK PRATAMA MITRA SEHAT CIMAREME,JL. RAYA BATUJAJAR NO. 76,,022,0226867809,08991288598,0226867809,0226867809,7-11270033177,KLINIK TC,20/Dec/2017 00:00:00,AKTIF
L03,YOGYAKARTA,L03,KANWIL JATENG DAN DIY,PPK-512144,RSKB AN NUR YOGYAKARTA,JL COLOMBO NO 14-16 SAMIRONO CATURTUNGGAL,,0274,0274585848,081290614040,0274585848,0274585848,7-11268351823,RUMAH SAKIT TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512005,TC KLINIK AL MUSLIMIN,JL TAMANSARI GOBRAS MULYASARI,,,,08111111,,,7-11268152787,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512006,TC KLINIK BAKTI TUNAS HUSADA,JL LETJEN MASHUDI KEC CIBEUREUM,,,,081111111,,,7-11267961536,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512007,TC KLINIK FATHIN MEDIKA,JL MOHAMAD HATTA SUKAMANAH KEC CIPEDES,,,,0811111111,,,7-11267820345,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512008,TC KLINIK VITA MEDIKA 2,JL SUKAWARNI NO 28,,,,,,,7-11267198614,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-512009,TC KLINIK VITA MEDIKA 1,JL RE MARTADINATA NO 123,,,,081111111,,,7-11267004943,KLINIK TC,,AKTIF
G01,BENGKULU,G01,KANWIL SUMBAGSEL,PPK-512004,FKTP DR IBNU HAJAR,JL RAYA LINTAS BARAT SUMATERA,,,,082182354326,,,7-11265304937,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-511992,TC KLINIK HIDAYAH MEDIKA,JL LETJEN IBRAHIM AJIE NO 131 A,,,,08111111111,,,7-11263814759,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-511993,TC KLINIK DUROTUL AFIYAH,GRAND SUKARINDIK REGENCY BLOK A 7 SUKARINDIK,,,,0811111111,,,7-11263650828,KLINIK TC,,AKTIF
B00,MEDAN KOTA ,B00,KANWIL SUMBAGUT,PPK-512000,KLINIK PRATAMA HARAPAN JAYA,JL SUDIRMAN DUSUN III CINTA RAKYAT,,061,80047605,081376250988,80047605,80047605,7-11263460916,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-511994,TC KLINIK AL GHANI INDIHIANG,JL LETJEN IBRAHIM ADJIE  INDIHIANG,,,,081111111,,,7-11263576317,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-511995,TC KLINIK AL GHANI MANGKUBUMI,JL AH NASUTION 214 MANGKUBUMI,,,,0811111111,,,7-11263448426,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-511996,TC KLINIK AL MUGHNI,JL LEUWIDAHU NO 16,,,,081111111,,,7-11263342155,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-511997,TC KLINIK MUTIARA BUNDA,JL PERINTIS KEMERDEKAAN NO 2320A,,,,081111111111,,,7-11263186474,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-511998,TC KLINIK MELATI,JL PERINTIS KEMERDEKAAN NO 238 KARSAMENAK,,,,08111111111,,,7-11263077123,KLINIK TC,,AKTIF
B00,MEDAN KOTA ,B00,KANWIL SUMBAGUT,PPK-512001,KLINIK PRATAMA ARAPENTA,JL MEDAN- PANCUR BATU NO 29,,061,80047605,081376250988,80047605,80047605,7-11262347445,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-511999,TC KLINIK PAMELA,JL TENTARA PELAJAR NO 22 TAWANG,,,,0811111111,,,7-11262671352,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-511985,TC KLINIK MADANI,JL KHOER AFFANDI NO 225 CIBEUREUM,,,,08111111111,,,7-11262518761,KLINIK TC,,AKTIF
L03,YOGYAKARTA,L03,KANWIL JATENG DAN DIY,PPK-512145,KLINIK PRATAMA PURI ADISTY,JL DEPOKAN II NO 11-B REJOWINANGUN,,0274,0274377114,081392263000,0274377114,0274377114,7-11262327204,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-511987,TC PKM PATARUMAN 3,DUSUN BABAKAN SARI BANJAR,,,,,,,7-11262236120,KLINIK TC,,AKTIF
B00,MEDAN KOTA ,B00,KANWIL SUMBAGUT,PPK-512002,KLINIK PRATAMA PLATINUM,JL GATOT SUBROTO KOMP TAPIAN MAS NO 6,,061,80441610,081376250988,80441610,80441610,7-11262100554,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-511986,TC PKM PATARUMAN 1,JL MAY JEND LILI KUSUMAH NO 458 LINK TANJUNG SUKUR  KEL HEGARSARI KEC PATARUMAN,,,,081111111,,,7-11262010489,KLINIK TC,,AKTIF
L03,YOGYAKARTA,L03,KANWIL JATENG DAN DIY,PPK-512146,KLINIK PRATAMA KORPAGAMA UNIVERSITAS GADJAH MADA,JL AGRO NO 38-C BULAKSUMUR CATURTUNGGAL,,0274,0274544899,085292866237,0274544899,0274544899,7-11261998443,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-511989,TC PKM LANGENSARI 1,JL BOJONGKANTONG,,,,08111111111,,,7-11261145887,KLINIK TC,,AKTIF
B00,MEDAN KOTA ,B00,KANWIL SUMBAGUT,PPK-512003,KLINIK PRATAMA NEW MILLENIUM,JL DAHLIA KOMP DAHLIA INDAH NO 24 MEDAN PETISAH,,061,80031132,081376250988,80031132,80031132,7-11261333033,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-511990,TC PKM PURWAHARJA 1,JL BRIGJEN ISA NO 131 BANJAR,,,,0811111111,,,7-11260838994,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-511984,TC PKM BANJAR 1,JL RAYA PETA DESA BALOKANG,,,,08111111111,,,7-11260620503,KLINIK TC,,AKTIF
K07,TASIKMALAYA,K07,KANWIL JAWA BARAT,PPK-511981,TC PKM PURWAHARJA 2,JL RAYA SILIWANGI NO 148 KM 04,,,,08111111111,,,7-11260429911,KLINIK TC,,AKTIF
